cell,arc,metric,transition_type,slew_ns,load_pf,ref0_value_ns,ref1_value_ns,delta_ns,percent_diff
sg13g2_IOPadIn,pad->p2c,slew,rise,0.12,0.046345,0.091167,0.093765,0.002598,2.8499
sg13g2_IOPadIn,pad->p2c,slew,rise,0.12,0.048,0.09349,0.096063,0.002573,2.7524
sg13g2_IOPadIn,pad->p2c,slew,rise,0.12,0.053793,0.101715,0.10424,0.002525,2.4826
sg13g2_IOPadIn,pad->p2c,slew,rise,0.12,0.061241,0.112291,0.114754,0.002463,2.1937
sg13g2_IOPadIn,pad->p2c,slew,rise,0.12,0.06869,0.122866,0.125268,0.002402,1.9546
sg13g2_IOPadIn,pad->p2c,slew,rise,0.12,0.076138,0.133442,0.135781,0.00234,1.7534
sg13g2_IOPadIn,pad->p2c,slew,rise,0.12,0.083586,0.144017,0.146295,0.002278,1.5817
sg13g2_IOPadIn,pad->p2c,slew,rise,0.12,0.091034,0.154593,0.156809,0.002216,1.4336
sg13g2_IOPadIn,pad->p2c,slew,rise,0.12,0.096,0.161643,0.163818,0.002175,1.3456
sg13g2_IOPadIn,pad->p2c,slew,rise,0.12,0.098483,0.165205,0.167367,0.002161,1.3083
sg13g2_IOPadIn,pad->p2c,slew,rise,0.12,0.105931,0.175893,0.178014,0.002121,1.2056
sg13g2_IOPadIn,pad->p2c,slew,rise,0.12,0.113379,0.18658,0.18866,0.00208,1.1147
sg13g2_IOPadIn,pad->p2c,slew,rise,0.12,0.120828,0.197268,0.199307,0.002039,1.0336
sg13g2_IOPadIn,pad->p2c,slew,rise,0.12,0.128276,0.207956,0.209954,0.001998,0.9609
sg13g2_IOPadIn,pad->p2c,slew,rise,0.12,0.135724,0.218643,0.2206,0.001957,0.8952
sg13g2_IOPadIn,pad->p2c,slew,rise,0.12,0.143172,0.22933,0.231247,0.001917,0.8357
sg13g2_IOPadIn,pad->p2c,slew,rise,0.12,0.144,0.230518,0.23243,0.001912,0.8294
sg13g2_IOPadIn,pad->p2c,slew,rise,0.12,0.150621,0.240075,0.241943,0.001868,0.7779
sg13g2_IOPadIn,pad->p2c,slew,rise,0.12,0.158069,0.250827,0.252645,0.001818,0.7246
sg13g2_IOPadIn,pad->p2c,slew,rise,0.12,0.165517,0.261579,0.263347,0.001768,0.6758
sg13g2_IOPadIn,pad->p2c,slew,rise,0.12,0.172966,0.272332,0.274049,0.001718,0.6307
sg13g2_IOPadIn,pad->p2c,slew,rise,0.12,0.180414,0.283084,0.284751,0.001668,0.5891
sg13g2_IOPadIn,pad->p2c,slew,rise,0.12,0.187862,0.293836,0.295453,0.001618,0.5506
sg13g2_IOPadIn,pad->p2c,slew,rise,0.12,0.192,0.299809,0.301399,0.00159,0.5303
sg13g2_IOPadIn,pad->p2c,slew,rise,0.12,0.19531,0.304603,0.306184,0.001581,0.5189
sg13g2_IOPadIn,pad->p2c,slew,rise,0.12,0.202759,0.315391,0.31695,0.001559,0.4944
sg13g2_IOPadIn,pad->p2c,slew,rise,0.12,0.210207,0.326179,0.327717,0.001538,0.4715
sg13g2_IOPadIn,pad->p2c,slew,rise,0.12,0.217655,0.336966,0.338483,0.001517,0.4501
sg13g2_IOPadIn,pad->p2c,slew,rise,0.12,0.225103,0.347754,0.349249,0.001496,0.4301
sg13g2_IOPadIn,pad->p2c,slew,rise,0.12,0.232552,0.358541,0.360016,0.001474,0.4112
sg13g2_IOPadIn,pad->p2c,slew,rise,0.12,0.24,0.369329,0.370782,0.001453,0.3934
sg13g2_IOPadIn,pad->p2c,slew,fall,0.12,0.024,0.048876,0.13202,0.083144,170.1116
sg13g2_IOPadIn,pad->p2c,slew,fall,0.12,0.031448,0.056085,0.139954,0.083869,149.54
sg13g2_IOPadIn,pad->p2c,slew,fall,0.12,0.038897,0.063293,0.147888,0.084594,133.6543
sg13g2_IOPadIn,pad->p2c,slew,fall,0.12,0.046345,0.070502,0.155822,0.08532,121.0172
sg13g2_IOPadIn,pad->p2c,slew,fall,0.12,0.048,0.072104,0.157585,0.085481,118.5521
sg13g2_IOPadIn,pad->p2c,slew,fall,0.12,0.053793,0.077853,0.163042,0.085189,109.4227
sg13g2_IOPadIn,pad->p2c,slew,fall,0.12,0.061241,0.085244,0.170058,0.084813,99.4942
sg13g2_IOPadIn,pad->p2c,slew,fall,0.12,0.06869,0.092636,0.177074,0.084438,91.1502
sg13g2_IOPadIn,pad->p2c,slew,fall,0.12,0.076138,0.100027,0.18409,0.084062,84.0393
sg13g2_IOPadIn,pad->p2c,slew,fall,0.12,0.083586,0.107419,0.191106,0.083687,77.907
sg13g2_IOPadIn,pad->p2c,slew,fall,0.12,0.091034,0.11481,0.198122,0.083311,72.5643
sg13g2_IOPadIn,pad->p2c,slew,fall,0.12,0.096,0.119738,0.202799,0.083061,69.369
sg13g2_IOPadIn,pad->p2c,slew,fall,0.12,0.098483,0.122246,0.205082,0.082836,67.7617
sg13g2_IOPadIn,pad->p2c,slew,fall,0.12,0.105931,0.12977,0.211932,0.082161,63.3127
sg13g2_IOPadIn,pad->p2c,slew,fall,0.12,0.113379,0.137295,0.218781,0.081486,59.3514
sg13g2_IOPadIn,pad->p2c,slew,fall,0.12,0.120828,0.144819,0.225631,0.080812,55.8017
sg13g2_IOPadIn,pad->p2c,slew,fall,0.12,0.128276,0.152343,0.23248,0.080137,52.6027
sg13g2_IOPadIn,pad->p2c,slew,fall,0.12,0.135724,0.159868,0.239329,0.079462,49.7048
sg13g2_IOPadIn,pad->p2c,slew,fall,0.12,0.143172,0.167392,0.246179,0.078787,47.0674
sg13g2_IOPadIn,pad->p2c,slew,fall,0.12,0.144,0.168228,0.24694,0.078712,46.7889
sg13g2_IOPadIn,pad->p2c,slew,fall,0.12,0.150621,0.174964,0.253131,0.078166,44.6755
sg13g2_IOPadIn,pad->p2c,slew,fall,0.12,0.158069,0.182543,0.260095,0.077552,42.4844
sg13g2_IOPadIn,pad->p2c,slew,fall,0.12,0.165517,0.190121,0.26706,0.076938,40.4679
sg13g2_IOPadIn,pad->p2c,slew,fall,0.12,0.172966,0.1977,0.274024,0.076324,38.6061
sg13g2_IOPadIn,pad->p2c,slew,fall,0.12,0.180414,0.205278,0.280988,0.07571,36.8817
sg13g2_IOPadIn,pad->p2c,slew,fall,0.12,0.187862,0.212857,0.287953,0.075096,35.2801
sg13g2_IOPadIn,pad->p2c,slew,fall,0.12,0.192,0.217067,0.291822,0.074755,34.4387
sg13g2_IOPadIn,pad->p2c,slew,fall,0.12,0.19531,0.22046,0.294975,0.074515,33.7998
sg13g2_IOPadIn,pad->p2c,slew,fall,0.12,0.202759,0.228093,0.302068,0.073975,32.4317
sg13g2_IOPadIn,pad->p2c,slew,fall,0.12,0.210207,0.235727,0.309161,0.073434,31.1523
sg13g2_IOPadIn,pad->p2c,slew,fall,0.12,0.217655,0.24336,0.316254,0.072894,29.9531
sg13g2_IOPadIn,pad->p2c,slew,fall,0.12,0.225103,0.250994,0.323348,0.072354,28.8268
sg13g2_IOPadIn,pad->p2c,slew,fall,0.12,0.232552,0.258627,0.330441,0.071813,27.7671
sg13g2_IOPadIn,pad->p2c,slew,fall,0.12,0.24,0.266261,0.337534,0.071273,26.7681
